age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
13,male,1.6,Instagram,8,1,3.85,2.2,medium,4,3,1,0
19,male,6.5,TikTok,6.9,1.6,4,2.4,high,2,2,4,0
13,female,2.7,Both,7.3,1.9,4,2.6,medium,1,1,4,0
14,female,5.6,Both,7,1.8,4,2.1,low,3,3,5,0
19,male,4.5,Instagram,7.8,1.4,4,1.6,low,3,2,3,0
17,female,3.5,Instagram,8,1.7,4,2.5,medium,3,4,5,0
18,female,4.3,Both,6.5,2.4,4,2.6,medium,3,1,5,0
15,female,1,TikTok,7.9,0.3,4,3.4,high,1,1,2,0
19,male,4.9,Both,6.4,2,3.51,1.5,medium,4,3,6,0
13,male,1.6,TikTok,7.7,1.2,4,2.3,low,3,2,3,0
15,male,3.7,Both,7,2,4,1.1,medium,1,3,4,0
15,female,3.9,Both,6.9,1.8,4,2.1,medium,2,2,3,0
15,female,5.8,Instagram,6.1,2.1,3.78,1.6,low,4,2,7,0
14,male,4.1,Both,7.3,1.3,4,3.1,medium,1,2,5,0
13,female,1.8,TikTok,8.2,1.1,3.98,1.5,low,4,3,3,0
13,male,1.4,Instagram,8.9,0.4,4,1.3,high,1,1,1,0
17,male,5.1,Instagram,7.5,0.6,4,1.9,medium,3,2,5,0
19,male,3.9,TikTok,7,1.9,4,1.1,medium,4,2,3,0
13,male,4.7,Both,6.3,2.4,4,2.5,low,2,1,5,0
15,female,4.9,Both,7.8,0.8,4,0.8,high,1,1,6,0
19,male,4.9,TikTok,6.9,1.5,3.55,2.1,high,3,3,4,0
17,female,2.4,Instagram,8.1,1.5,3.91,0.8,low,4,3,1,0
14,female,4.6,Both,5.5,2.9,4,1.7,medium,3,2,5,0
13,female,2.4,TikTok,7.7,1.2,4,2.7,medium,1,1,4,0
19,male,7,Instagram,6.8,2.2,4,2.3,medium,5,3,7,1
13,female,1,Both,8.5,0.7,4,1.4,medium,1,1,2,0
15,female,2.8,TikTok,9,2,4,1.8,medium,1,1,3,0
17,male,4.5,TikTok,7.6,1.5,4,2.1,medium,3,2,5,0
17,female,4.6,Instagram,6.8,1.5,4,2.1,medium,4,3,4,0
13,male,2,Instagram,8.1,0.9,4,1.5,medium,5,3,3,0
16,female,4.7,Instagram,6.4,1.4,3.25,2.1,low,4,4,4,0
13,male,1.2,Both,8.2,0.9,4,0.8,medium,3,2,1,0
16,female,3.8,TikTok,6.4,2.5,4,1.5,low,3,3,4,0
13,female,2.6,TikTok,8.3,1.4,4,1.6,medium,1,1,3,0
15,female,4.1,Instagram,7.1,1.6,4,2.1,medium,3,2,4,0
18,female,5.9,Instagram,6.8,2.1,3.84,1.8,medium,4,4,6,0
15,male,2.2,TikTok,8,0.4,4,1.4,high,1,1,1,0
13,female,1,Instagram,9.2,1.2,4,1.4,low,1,1,1,0
14,female,4.5,Both,7.1,1.8,4,1.9,medium,4,3,5,1
16,female,4.4,TikTok,8.4,1.7,4,1.8,medium,3,2,6,1
16,female,3.1,TikTok,7.2,3,4,1.5,medium,4,2,3,1
16,female,5.9,Instagram,7,2.4,3.88,1.6,low,4,2,6,0
19,male,5.6,Both,7.3,1.8,4,2.4,medium,3,4,7,0
15,male,4.9,TikTok,7.4,1.8,4,1.9,medium,2,2,4,0
15,male,3.6,Instagram,6,2.2,4,2.1,high,2,2,5,0
16,male,6.5,Both,6.4,2.5,3.85,3.2,high,6,3,6,0
17,male,6.6,Instagram,7.4,1.8,4,1.4,medium,4,3,6,0
19,male,5.2,Both,6.7,2.5,3.75,1.2,medium,4,5,4,1
14,male,4.2,Instagram,6.7,1.4,4,2.5,medium,2,2,4,0
16,male,4.8,Instagram,6.5,2.9,3.73,1.8,medium,7,4,8,1
16,male,5.6,Instagram,7.6,2.7,3.91,2,high,2,2,7,0
14,male,1.8,Both,9,0.8,4,1.8,medium,1,1,4,0
15,female,4.3,Both,6.9,2.4,3.9,1.7,medium,4,5,6,1
16,female,5.3,Both,7.5,2.1,4,2.6,low,4,4,4,0
18,male,2.9,TikTok,7.3,1.8,3.87,2.5,medium,4,2,4,0
13,female,1.1,Instagram,7.2,1.1,4,2.3,medium,4,2,3,0
13,female,1,Both,8.1,0.4,4,1.1,high,2,1,1,1
17,male,4.2,TikTok,8.5,1.4,4,1.5,medium,2,1,5,0
14,male,3.9,Instagram,6.9,2.2,4,0.7,medium,3,1,5,1
15,female,5.3,TikTok,6.9,1.9,4,1.4,low,4,3,7,0
17,male,4.6,Both,7.1,1.7,3.75,2.6,medium,6,4,4,0
19,male,7.5,TikTok,7.6,2.3,4,2.4,medium,2,1,6,0
17,male,2.8,Both,8.6,1.6,3.92,2,medium,4,2,3,0
14,male,1,Instagram,9.1,1.8,4,2.1,medium,1,1,4,0
13,female,2.4,Instagram,8.1,0.7,4,1.5,high,3,2,1,0
16,male,4.5,Both,7.4,1.9,4,2.2,medium,3,1,3,0
15,male,3.5,Instagram,6.2,2.3,4,2.5,medium,2,1,4,0
17,female,2,TikTok,8.9,1.1,4,1,medium,3,1,2,0
16,male,3.9,TikTok,6.6,1.9,3.85,2.3,medium,4,4,4,0
18,female,3.4,Both,8,1,4,2.3,medium,4,3,4,0
18,female,5.8,Instagram,6,2.5,3.56,1.6,medium,4,3,5,1
14,male,3.4,Instagram,7.3,1.4,4,2.5,medium,2,1,2,1
14,male,1.9,Instagram,7.3,1.6,4,3.5,medium,1,1,5,0
14,female,2.4,TikTok,7.2,1.8,4,1.8,medium,3,1,2,0
19,female,4.2,Instagram,6.2,3.1,4,2,medium,4,3,4,0
17,female,4.4,TikTok,6.8,2.1,4,1.4,low,2,2,6,0
13,male,3.6,Both,7.9,1.7,4,2.2,medium,2,2,4,0
17,female,3.3,Instagram,6.9,1.6,3.95,2,medium,2,1,4,0
16,female,4.6,Both,7.4,1.7,3.94,1.9,medium,1,1,5,0
18,female,4.4,Instagram,7.9,2,4,1.3,medium,2,1,6,0
18,female,4,TikTok,7.1,1.6,4,1.9,medium,2,1,4,0
17,female,4.4,Both,6.8,1.9,4,2.5,medium,3,1,6,0
16,female,2.8,Instagram,7.2,2,4,2,low,2,2,2,1
17,female,3.8,TikTok,8.5,1.1,4,2.3,medium,1,1,5,0
13,male,1.1,Both,8.1,1.4,3.81,2,low,4,2,2,0
18,male,7.4,Both,5.5,3.4,3.45,2.5,medium,6,5,9,0
13,male,2.5,TikTok,8.2,1.2,4,2.3,medium,1,1,3,0
13,male,1.7,TikTok,8.1,0,4,1.7,high,2,1,2,0
19,male,5.8,TikTok,7.4,1.9,3.43,2.3,high,4,4,6,0
17,female,4.4,Instagram,7.1,2.5,3.95,1.3,low,5,3,6,1
19,male,5.2,Instagram,6.8,2,4,1.8,medium,3,3,6,1
14,female,3.7,TikTok,7.3,1.1,4,1.9,medium,4,2,3,0
18,male,5.9,Both,6.4,2,3.85,2.3,medium,3,2,5,1
17,female,3.9,Instagram,7.5,2.1,4,1.2,medium,2,2,4,0
17,female,3.8,Both,8,1.9,4,2.3,medium,3,1,4,0
14,male,2.7,Both,7.5,1.2,4,2.4,medium,4,2,4,0
18,male,2.2,Instagram,8.3,1,4,1.8,low,5,3,1,1
14,female,1.2,Instagram,7.1,0.7,4,1.1,high,1,1,2,0
17,male,6.1,TikTok,6.6,1.9,3.74,2,medium,5,2,6,0
15,male,5.5,Both,6.4,3,4,1.9,high,3,1,5,1
18,male,4.7,Both,6.7,1.7,3.8,2.2,medium,4,4,4,0
17,female,5.2,TikTok,6,2.7,3.97,1.6,medium,2,3,5,1
13,male,2.9,TikTok,6.9,2.1,4,1.1,medium,1,1,1,0
14,male,6.7,Both,6.4,3,4,1.9,medium,3,3,6,1
16,male,5.3,TikTok,7,1.9,3.76,2,low,4,3,4,0
15,male,3.3,TikTok,6.1,1.7,3.7,2.5,high,2,2,4,1
16,male,2.9,TikTok,6.5,1.4,4,1.8,low,4,1,3,0
18,male,3.1,TikTok,7.6,1,4,2.9,medium,4,1,3,0
16,female,4.2,Instagram,7.5,1.9,3.81,0.9,high,4,3,6,0
15,male,2.6,Instagram,6.5,0.7,4,2.8,medium,4,3,4,0
14,male,1.3,Instagram,7.6,1.5,4,2,medium,2,3,3,1
18,female,4.2,Both,7.2,1.5,4,2.2,medium,2,1,4,0
15,male,2.2,Instagram,8.7,1.3,4,2.2,low,3,1,4,0
19,male,7.5,Instagram,5.9,2.9,3.72,2.7,medium,4,4,7,0
13,male,3.6,Both,7.8,1.5,4,2,high,3,3,4,1
15,male,3.5,TikTok,7.5,1.8,3.84,1.6,medium,5,3,5,0
18,female,6.8,TikTok,5.3,2.3,3.81,2.5,low,5,3,6,0
13,male,2.6,TikTok,8.1,1.7,4,2.1,low,1,1,5,0
16,female,3,Instagram,8.3,0.7,4,1.9,medium,1,1,3,0
19,male,7.3,Both,6.5,2.8,3.23,2.7,medium,6,4,8,0
16,male,4.6,Both,9,2.8,4,1.6,high,2,2,7,0
13,male,1.3,TikTok,7.3,0.4,4,2.4,medium,2,2,3,0
16,female,3.8,Both,8.7,1.3,4,1.5,medium,3,3,3,0
17,male,3.4,TikTok,7.2,1.8,3.76,2.1,medium,4,3,4,0
15,male,1.8,Both,8.2,1.1,4,2.2,medium,2,1,3,0
18,female,6.1,Instagram,6.6,2.5,3.57,1.1,medium,4,5,7,1
16,male,6.3,TikTok,6.2,2.6,3.93,1.7,medium,4,2,5,0
13,male,1,Both,7.8,1.1,4,2.8,low,2,1,2,0
15,female,4.2,Instagram,7.2,2.3,4,2.3,medium,3,1,6,0
15,female,2.7,Both,6.8,1.5,4,1.8,low,2,3,3,0
19,male,4.9,TikTok,7.6,1.8,3.71,2.2,medium,5,3,4,0
15,female,2.8,Instagram,7.3,1.7,4,1.7,medium,2,3,5,0
17,female,3.5,TikTok,6.3,2.5,3.89,2.5,medium,2,2,4,0
16,female,4.1,TikTok,7.1,1.7,4,1.7,medium,2,1,4,0
17,female,3.5,TikTok,8.6,1.1,4,1.9,high,1,2,3,0
14,male,3.3,TikTok,7,2,4,2.7,medium,2,3,5,0
17,female,4.4,Both,7.5,1.8,3.53,1.4,high,5,4,3,1
19,female,5.2,Instagram,7.2,1,4,2.6,medium,2,1,4,0
17,male,3.4,TikTok,7.8,1.9,4,1.4,medium,3,2,4,1
19,female,4.8,Both,7.7,1.7,4,2.6,medium,2,2,6,0
19,female,6.4,Both,7.7,2.4,4,1.6,medium,4,3,7,0
17,female,5.1,Instagram,6.8,2.2,4,1.7,medium,2,4,5,0
18,male,3.8,Both,7.8,1.7,4,1.2,medium,3,2,5,0
15,male,3.6,Instagram,7.4,1.9,3.95,1.9,medium,2,1,4,0
14,female,3.9,TikTok,8.3,1.5,4,1.3,low,3,2,3,0
18,male,3,TikTok,7.1,1.7,4,1.8,high,3,2,3,0
18,female,5.7,Both,7.3,2.1,4,1.7,medium,2,2,7,0
16,male,3.2,Instagram,7.3,1.8,3.92,2.6,medium,4,2,4,1
18,female,5.7,Both,6.6,2.5,3.77,1.9,low,4,4,6,1
14,female,2.1,TikTok,8.3,0.7,4,2,medium,2,2,4,0
14,female,1,Instagram,8.2,1.3,4,1.3,medium,2,1,1,0
18,male,3,TikTok,7.8,1.1,4,1.7,medium,2,1,2,0
13,male,2.6,Instagram,7.7,1.7,4,3,low,2,1,2,1
15,female,3.8,Instagram,8.3,1.8,4,1.5,medium,3,2,5,0
13,female,1.4,Instagram,8.3,1.8,4,2.7,medium,1,1,3,0
17,female,5.3,Both,7.5,2,3.98,1.7,medium,3,3,7,0
17,female,2.5,Both,7.7,1.1,4,1.8,medium,2,2,3,0
17,female,4.4,TikTok,6.7,1.8,3.94,2.4,low,4,4,4,0
16,female,2.5,TikTok,8.5,1.1,4,2.5,medium,3,3,3,0
19,female,4.7,Instagram,7.4,2.3,4,1.7,low,3,2,5,0
13,male,2.6,Both,9.2,0.5,4,2,medium,1,1,1,0
19,male,4.5,Instagram,7.2,1.3,4,2.1,medium,3,1,7,0
15,male,3,Both,7.9,0.9,4,2.3,low,1,1,4,0
14,male,4.2,TikTok,6.1,2.2,4,2.6,high,3,2,5,0
16,male,3.3,TikTok,6.9,2.3,4,2.1,low,4,2,5,0
19,female,6.5,Instagram,7.2,2.4,4,2.1,medium,3,3,7,0
13,female,1.1,Instagram,8.1,0.7,4,2.7,high,2,1,2,0
18,female,5.6,Both,7.2,2.2,4,2,medium,2,1,5,1
17,female,6.2,TikTok,6.2,2.9,4,2,medium,3,3,7,0
18,female,2,Instagram,8.5,0.6,4,1,medium,2,1,3,0
18,male,4,Both,6.6,1.8,3.47,0.8,medium,6,4,3,0
17,male,5.2,Both,6.8,2.5,4,2.3,medium,3,1,7,0
17,male,4.3,Instagram,5.4,2,4,2.1,medium,1,1,5,0
14,male,3.4,Both,7.4,1.6,4,1.9,low,1,1,5,0
16,male,3.3,Instagram,6.3,2,4,2.2,medium,3,3,5,0
15,female,3.6,Instagram,9.1,0.2,4,1.8,medium,3,2,3,0
18,male,4.8,Instagram,7.4,2.3,3.86,2.7,medium,3,3,5,0
13,female,3.9,Instagram,7.9,1.3,4,1.9,medium,3,2,5,0
15,female,3.8,Instagram,8.9,0.7,4,1.5,low,4,2,3,0
13,female,2.9,TikTok,7,1.6,4,2.3,medium,2,1,4,0
13,female,2,TikTok,8.7,1.8,4,1.7,high,3,1,3,0
19,male,4.9,TikTok,7.7,1.9,4,2.4,medium,1,1,4,0
13,male,2,Both,7.6,1.6,4,1.9,medium,1,2,6,0
16,female,4.5,TikTok,7.4,2.7,4,1.5,medium,1,2,4,0
14,male,2.5,Instagram,6.8,1.9,4,2.2,medium,2,3,2,0
16,male,4.3,Both,6.3,2.6,4,2.1,low,3,2,6,0
14,male,5.5,Both,6.3,2.5,3.72,2.4,medium,4,5,7,0
18,female,6,TikTok,6.4,2.3,3.9,1.7,medium,4,3,5,1
15,female,3.1,Instagram,7.5,0.6,4,0.9,medium,2,3,4,1
13,female,3.9,Both,8.2,1.5,4,1.6,low,2,1,6,0
15,female,3,TikTok,7.8,1,4,2.2,medium,1,1,3,0
14,male,1,TikTok,7.9,1.9,4,2,high,3,3,5,0
15,female,2.3,Both,7.7,1.1,4,1.7,medium,2,1,1,0
13,female,1,Both,7.2,0.9,4,2.3,medium,1,1,3,0
17,female,4.1,TikTok,7.3,2,4,1.5,low,5,5,6,1
17,female,4.5,Both,6,1.9,3.78,1,high,3,3,6,1
19,male,7.5,TikTok,5.7,3.6,4,2,medium,4,3,7,0
15,male,3.9,Both,6.8,1.4,3.96,1.9,medium,2,4,4,0
17,female,4.2,Both,8.4,1.9,4,1.3,medium,3,2,5,0
16,female,5,Instagram,7.8,1.6,4,1.7,medium,4,3,6,1
18,female,2.3,Instagram,8.4,0.5,4,2.1,medium,3,3,3,0
13,female,2.8,Both,8.7,1,4,1.8,medium,5,2,5,0
19,male,6.4,TikTok,6.1,2.4,4,2.3,medium,2,1,5,0
15,female,1.7,Both,8.6,0.8,4,2.7,high,2,1,2,0
13,male,3.9,Both,7.8,1.3,4,2,high,2,1,3,0
14,male,3.4,Instagram,8.2,0.8,4,2.3,low,1,1,3,0
13,female,2,Both,8.8,1.1,4,1.6,medium,1,1,4,0
17,female,5.3,Both,7.9,1.3,4,1.4,medium,2,2,5,0
17,male,7.2,Instagram,6.3,3,3.77,1.8,medium,6,3,10,1
18,female,5.2,Both,6,2.1,3.38,1.6,low,5,6,5,1
19,male,5.8,Instagram,6.7,1.5,4,2.3,high,4,3,5,0
15,female,2.9,Instagram,7.8,1.2,3.99,3,low,4,4,4,0
13,female,1.5,TikTok,8.5,0.6,4,1.5,medium,1,1,2,0
15,female,4.5,TikTok,6.4,2,4,1.6,medium,2,1,5,1
13,female,1.5,Both,9.3,1.6,4,1.8,high,1,1,4,0
16,female,4.1,Both,8.8,0.8,4,2,medium,2,1,4,0
19,male,4.9,Instagram,7.4,2,4,2.2,medium,4,2,4,0
18,female,5.6,Both,6.9,2.1,3.78,2.5,medium,4,5,5,1
13,female,2.9,TikTok,7.4,1.7,3.6,0.6,medium,3,2,3,0
16,male,5.2,Instagram,6.3,2.2,4,0.9,medium,2,1,6,0
15,male,2.9,Instagram,8,1,4,1.9,medium,3,3,5,0
17,female,4.2,TikTok,7.6,1.6,4,2.4,medium,3,2,3,0
18,male,3.8,Instagram,7,1.2,4,1.3,medium,4,2,3,1
19,male,5,Instagram,7,2.5,4,0.6,high,2,1,5,0
16,male,4.5,TikTok,7.1,1.9,4,2.4,medium,3,4,3,0
16,female,4.9,TikTok,5.4,2.9,4,1.9,medium,3,2,5,0
17,female,3.4,Instagram,7.1,1.5,4,1.3,medium,3,2,3,0
13,male,3.5,Both,7.5,1.2,4,1.7,medium,3,3,3,0
16,male,5.6,Instagram,8.5,1.4,3.58,1.6,medium,3,3,6,0
16,female,4.5,TikTok,8.1,0.9,4,1.9,medium,2,1,4,0
16,female,6.3,TikTok,6.3,1.6,3.51,1.5,high,4,2,5,0
17,male,3.6,Both,7.7,1.7,4,2.4,high,1,1,4,0
14,male,1.5,TikTok,7.1,1.2,4,0.7,low,4,3,4,1
19,male,3.4,Instagram,8.7,0.7,4,1.7,medium,2,1,5,1
17,male,6.3,TikTok,6.1,2.8,3.71,1.6,low,6,5,4,1
15,male,4.3,Both,7.4,1.5,4,2,medium,2,2,5,0
18,male,4.9,Both,7.9,2,3.77,1.8,medium,3,3,5,0
19,male,5.8,TikTok,5.6,3,3.29,2.5,medium,3,2,6,1
19,female,4.1,TikTok,6.2,2.2,3.49,0.9,low,5,6,4,1
16,male,6.9,TikTok,6.2,2.4,3.78,2.1,low,3,4,7,1
13,male,2.7,Instagram,8.7,0.9,4,2.4,medium,2,1,3,0
19,male,5.6,Instagram,6.6,1.1,3.63,3,medium,3,3,4,0
16,female,4.9,TikTok,5.6,1.6,3.65,1.6,low,2,5,4,0
19,female,6.1,Both,6.5,2.2,4,2,high,3,1,5,0
13,male,2.8,Both,8.4,0.8,4,1.2,medium,1,1,4,0
19,male,4.6,TikTok,8,1.8,4,0.9,high,4,1,5,0
19,male,6.1,TikTok,6.4,2.4,4,2.5,medium,3,3,7,0
16,female,6.3,TikTok,6.4,2.3,3.31,1.8,low,5,4,6,1
14,male,4.6,Instagram,8,1.6,4,2.7,medium,2,1,5,0
16,male,5.9,Instagram,5.6,2.4,3.73,1.4,medium,4,3,7,1
13,male,1.9,Both,7.7,1.3,4,2.4,high,3,1,4,0
17,female,3.3,Both,8.1,0.9,4,2.8,medium,3,2,3,0
16,female,3.8,Both,7.3,2.3,4,2,medium,3,4,4,0
16,female,4.1,Instagram,7.1,1.7,4,2,medium,2,1,5,0
19,male,6.8,Both,6.5,2.5,3.88,2.1,medium,2,3,5,1
13,male,1,Instagram,6.6,1.2,4,1.4,high,1,1,2,0
13,male,4.3,TikTok,6.8,1.9,4,2.8,medium,2,2,6,0
19,male,5.3,TikTok,6.9,2.6,4,1.8,low,4,3,6,0
19,male,5,TikTok,6.4,2.1,3.8,2.4,medium,3,2,5,0
13,male,1.3,TikTok,8.5,0.6,4,1.4,low,2,1,2,0
18,female,3,TikTok,7.9,1.6,4,1.2,medium,2,1,3,1
18,male,6,Instagram,6.9,1.7,4,2.8,high,3,3,6,0
16,male,4.1,TikTok,7.4,1.8,4,2,medium,4,1,4,0
15,female,2,Both,7.5,1.1,4,2.6,low,2,1,2,0
19,female,3.9,Instagram,7.3,1.6,4,1.8,medium,3,2,4,0
15,male,3.1,Both,8.1,1.4,4,1.2,high,2,1,4,0
19,male,7.5,Instagram,6.9,1.8,3.94,2.5,low,3,5,6,1
16,female,3.7,Both,7.3,1.3,4,1.5,medium,2,1,5,1
17,female,2.7,Instagram,7.9,1.4,4,2.2,medium,2,1,3,0
17,male,4.2,Both,7.7,1.8,4,2.1,high,4,2,6,1
17,female,4.2,Instagram,6.4,1.2,3.22,1,low,4,5,6,1
16,female,1,Instagram,8.7,1.4,4,1.9,low,1,1,1,0
13,male,2.4,Instagram,8,0.8,4,3.2,high,4,1,3,0
18,female,4.7,Instagram,7.1,2.4,3.87,2.1,medium,4,4,4,0
13,male,3.3,TikTok,8.2,1.7,4,2.1,medium,1,1,4,0
17,female,6.7,TikTok,5.9,2.2,3.87,2.4,medium,4,4,8,0
15,male,4.9,Instagram,6.1,2.9,3.57,2.2,medium,4,3,5,0
17,male,4.2,Instagram,7.5,1.2,3.94,2.2,medium,5,3,5,0
14,male,1.7,Both,7.4,1.5,4,1.6,medium,1,1,3,0
15,male,6.6,TikTok,7.3,3,3.31,2.3,medium,5,3,6,1
17,female,4.6,TikTok,6.9,1.5,3.53,2.3,low,5,5,4,0
13,male,2.5,Instagram,7.2,1.9,4,1.7,medium,2,1,2,0
14,female,3,Instagram,7.9,1.3,4,2.6,medium,2,3,3,0
15,female,3.7,Both,6.6,1.8,3.85,1.8,medium,2,2,1,0
14,female,2.8,Both,7.4,1.5,4,1.4,medium,2,2,4,0
15,male,2.8,Instagram,8,1.3,4,2.6,medium,2,2,5,0
14,male,2.3,Instagram,7.5,1.6,4,2,high,3,1,3,0
16,male,4,TikTok,7.1,2.1,4,2.5,medium,4,4,3,1
13,female,1.8,Instagram,8.3,0.2,4,1.7,medium,1,1,2,0
18,male,4.1,Both,6,2.4,4,2.1,high,1,1,4,0
16,male,4.1,Both,8,0.9,4,2.4,medium,2,1,3,0
16,female,3.7,TikTok,8.2,2.1,4,2,medium,3,1,5,0
17,female,6.3,TikTok,6.3,3,3.66,0.8,medium,5,4,7,1
13,male,1,Both,8.8,0.3,4,1.6,medium,1,1,1,0
18,male,6.3,TikTok,7.2,2.2,4,2.6,medium,4,4,7,1
13,female,4,TikTok,7,1.1,4,1.8,medium,5,4,6,0
14,male,1,Instagram,9.5,0.7,4,1.9,medium,1,1,4,0
14,male,2.6,Instagram,8.1,1.1,3.98,1.5,high,2,2,6,0
13,male,2.1,TikTok,8.8,1.5,4,1.6,high,1,1,2,0
13,female,1,Both,7.5,1.5,4,0.8,medium,2,2,5,0
19,female,4.6,TikTok,7.8,2.6,4,1.7,medium,5,4,5,0
18,male,3.7,Both,8.1,1.3,4,1.8,medium,3,2,3,0
17,female,6.6,TikTok,6.9,2.4,3.45,1.3,medium,4,3,7,1
19,male,6.6,Instagram,7.2,1.6,3.8,2.1,medium,3,2,5,0
13,male,4,Instagram,7.5,1.3,3.68,2.3,high,4,2,5,0
17,female,5.4,Both,7.4,2.6,3.95,2.9,medium,5,3,4,0
19,male,4.1,Instagram,7,2.5,4,1.3,medium,4,3,4,0
14,male,2.4,Instagram,7.1,0.6,4,2.7,high,2,2,4,0
15,male,4.1,Both,6.9,1.4,4,2.6,medium,3,2,4,0
19,male,4,Both,7.3,1.7,4,1.7,medium,1,1,4,0
13,male,3.4,TikTok,7.7,1.7,4,2.3,medium,3,2,5,0
17,female,4.2,TikTok,7.5,1.4,4,1.6,medium,3,2,5,0
19,male,5.1,Instagram,7.6,2.2,4,2.2,medium,4,2,3,0
16,female,4.9,Instagram,6.1,1.7,4,2.6,medium,3,1,6,1
16,male,4.5,Both,7.3,1.8,4,2.4,medium,2,1,4,0
13,male,2.1,Both,6.8,1.4,4,2.4,medium,2,2,3,0
15,female,4.9,Both,7.5,2,3.95,1.6,low,4,2,6,0
15,female,2.2,Instagram,8.1,0.9,4,1.1,medium,2,1,2,0
16,female,4.7,TikTok,7.4,1.9,3.97,1.7,medium,6,5,4,1
13,female,3.2,Instagram,7.2,1.4,4,2.5,medium,3,2,2,1
15,female,3.1,TikTok,8.6,1.2,4,1.1,medium,1,1,3,0
19,female,5.9,TikTok,7.5,2.1,3.43,1.3,low,4,4,7,0
17,female,3,Instagram,7.6,2.2,4,1.9,high,2,2,4,1
15,male,4.6,Both,6.9,2.2,4,1.6,high,1,1,4,0
14,female,2.8,Instagram,8.2,1.2,4,1.4,medium,4,2,3,1
16,male,3.4,TikTok,6.9,1.9,3.85,1.9,high,4,4,3,0
18,female,6.3,Instagram,7.2,2.2,3.92,1.1,low,5,4,5,1
15,female,2.7,TikTok,8.4,1.9,4,1.3,high,2,1,4,0
18,female,3.3,TikTok,8.1,1.7,4,2.2,medium,1,1,2,0
15,female,1.6,Both,7.8,0.9,4,1.2,medium,2,1,3,0
15,female,4.2,Instagram,7.4,2,3.91,1,low,4,2,5,1
15,male,2,Instagram,7.7,0.3,4,1.8,medium,1,1,2,0
14,female,5.1,TikTok,7.7,1.5,4,2.2,medium,1,1,5,0
15,male,1,TikTok,9,0.2,4,2,medium,1,1,2,0
13,male,4.5,TikTok,6.1,1.9,4,1.9,medium,3,2,6,0
13,male,2.8,Instagram,6.6,2.2,4,2.2,medium,3,3,4,1
15,male,3.4,Instagram,6.8,2.6,4,1.3,low,4,4,5,0
19,female,4.8,Both,6.7,2.3,4,2,low,4,5,5,0
15,male,4,TikTok,6.5,2,4,2.3,medium,3,3,5,0
15,female,3.5,Instagram,8.3,0.6,4,1.6,medium,4,1,3,0
13,female,3.8,Instagram,7.7,1.4,4,2.4,high,1,1,4,0
15,female,3.6,Both,7.6,1.2,4,1.3,medium,3,3,4,0
18,male,5.2,Instagram,6.7,1.7,4,2.7,low,4,3,5,1
18,female,4.6,TikTok,7.9,1.8,4,1.9,medium,2,3,4,1
17,female,4.4,TikTok,8.4,1.6,4,1.6,high,1,2,5,0
14,male,3.4,Instagram,7.9,0.5,4,2.1,medium,1,1,5,0
18,female,2.9,Both,7.2,1.7,3.88,1.8,medium,2,3,5,0
14,female,1.4,TikTok,8.8,0.4,4,2.5,high,2,1,1,0
13,female,3.4,TikTok,7.3,1.6,4,1.3,medium,2,1,5,1
15,male,3.7,Instagram,6.8,2.6,4,1.8,medium,2,1,4,0
15,female,3.3,TikTok,8.3,1,4,2.4,low,1,2,4,0
19,female,5.5,Both,6.5,0.9,3.89,1.5,medium,5,3,4,0
18,female,5.4,Both,7.8,2,4,2.3,medium,3,2,5,0
18,male,4.4,TikTok,6.9,2.4,4,3,medium,3,1,5,0
14,female,2.1,Both,7.2,2.1,4,1.6,medium,2,3,2,0
19,female,5.7,Both,7.1,1.6,4,2.1,low,5,5,6,0
18,male,3.8,Instagram,7.3,1.9,4,1.5,medium,2,1,5,0
19,female,6,Instagram,5.8,2.1,3.5,2.2,high,6,5,5,0
14,male,1,TikTok,9.3,0.7,4,2.2,medium,1,1,3,0
16,female,5.2,Instagram,6.2,3.4,3.56,2.1,medium,3,3,6,0
16,male,4.6,Both,7.9,1.1,3.5,1.8,medium,6,5,5,1
16,male,4.3,Instagram,7.8,1.9,4,1.3,low,2,3,2,0
17,female,5.7,TikTok,6.1,2.4,4,2.1,high,4,4,8,0
18,male,7,TikTok,6.4,3.1,3.4,1.1,low,3,6,8,0
13,female,3.7,Instagram,7.3,1.7,4,1.7,low,4,2,4,0
16,male,1.8,Both,8.5,1.2,4,2.6,medium,4,1,1,0
19,female,4,Both,6.2,1.5,3.55,1.9,low,6,4,4,0
16,female,3.3,Both,7.5,1.6,4,2.8,medium,4,1,2,0
13,female,2.5,Instagram,7.6,1.1,4,2.4,medium,2,1,4,0
18,male,5.6,Instagram,6.9,2.5,3.98,1.8,medium,3,2,6,0
17,male,3.6,TikTok,7.9,1.4,4,2.1,medium,1,1,3,0
14,female,3.2,Instagram,7.1,1.6,3.93,1.8,medium,5,2,5,0
16,female,3.1,Both,7.3,1.4,3.83,1,medium,4,3,4,0
13,female,1.8,Instagram,7.7,1.6,4,1.4,medium,2,1,4,0
19,female,3.8,Both,6.9,1.6,3.97,1.5,medium,5,3,4,0
15,male,2.4,Both,9,0.3,4,1.1,medium,1,1,1,0
14,female,1.4,Both,7.6,1.6,4,1.9,low,2,1,4,0
19,male,4.3,Instagram,5.8,1.3,4,2,medium,4,3,4,0
